id,statusdesc,createdate,closeddate,lastaction,parenttype,typename,comments,streetnum,streetname,streetaddress,crossname,cityname,department,division,latitude,longitude,geolocation,typeid,parentid,deptdivid,deptdiv,status,dataset_type
1145352,CLOSED,2025-07-07T08:58:00.000,2025-07-24T16:39:00.000,2025-07-24T16:39:00.000,BLIGHTED PROPERTIES,PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN,INVESTIGATE FOR VACANT/CONDEMNATION - UNCOVERED POOL AND OVERGROWN,23231,SUNNYSIDE LN,23231 SUNNYSIDE LN,,ZACHARY,DEVELOPMENT,BLIGHT ENFORCEMENT,30.688587,-91.234589,"
,  
(30.688587, -91.234589)",172988,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145334,CLOSED,2025-07-07T08:46:00.000,2025-08-15T08:45:00.000,2025-08-15T08:45:00.000,BLIGHTED PROPERTIES,PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN,THE ABOVE ADDRESS IS MY ADDRESS AND NOT THE ADDRESS OF THE BLIGHTED PROPERTIES. THIS PROPERTY HAS BEEN IN THIS CONDITION FOR MANY YEARS YET IT CONTINUES TO EXIST IN A RUNDOWN STATE. IT HAS BEEN REPORTED ON SEVERAL OCCASIONS YET CONTINUES TO. I DON’T KNOW THE ADDRESS OF THE PROPERTY. IT EITHER DOES NOT HAVE ONE OR IT CANNOT BE SEEN BECAUSE OF THE OVERGROWN SHRUBBERY SURROUNDING THE HOUSE,2195,CHRISTIAN ST,2195 CHRISTIAN ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.421396,-91.161987,"
,  
(30.421396, -91.161987)",172988,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145329,CLOSED,2025-07-07T08:41:00.000,2025-09-11T15:37:00.000,2025-09-11T15:37:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",CALLER STATES THAT THERE IS DEBRIS OUTSIDE OF THE DUMPSTER AND HAS BEEN THERE FOR MONTHS.,2065,GREEN OAK DR,2065 GREEN OAK DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.467642,-91.063629,"
,  
(30.467642, -91.063629)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145327,CLOSED,2025-07-07T08:40:00.000,2025-07-07T10:58:00.000,2025-07-07T10:58:00.000,BLIGHTED PROPERTIES,TALL GRASS,VACANT LOT AT THE CORNER OF EDDIE ROBINSON ST AND JULIA ST IS OVERGROWN WITH GRASS.,1216,EDDIE ROBINSON SR DR,1216 EDDIE ROBINSON SR DR,JULIA ST,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.437414,-91.175453,"
,  
(30.437414, -91.175453)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145326,CLOSED,2025-07-07T08:39:00.000,2025-07-30T08:48:00.000,2025-07-30T08:48:00.000,BLIGHTED PROPERTIES,TALL GRASS,TALL GRASS,1725,SOUTH ST,1725 SOUTH ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.439989,-91.170471,"
,  
(30.439989, -91.170471)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145322,CLOSED,2025-07-07T08:35:00.000,2025-07-07T09:36:00.000,2025-07-07T09:36:00.000,BLIGHTED PROPERTIES,PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN,"CALLER STATED THAT THE HOME AT 1322 JULIA ST IS CAUGHT FIRE AND BURNED, CALLER IS REQUESTING THAT THE HOME BE TORN DOWN,",1322,JULIA ST,1322 JULIA ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.437269,-91.174652,"
,  
(30.437269, -91.174652)",172988,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145321,CLOSED,2025-07-07T08:30:00.000,2025-09-12T11:47:00.000,2025-09-12T11:47:00.000,BLIGHTED PROPERTIES,TALL GRASS,VACANT HOME YARD IS OVERGROWN GRASS NEED TO BE CUT,1334,JULIA ST,1334 JULIA ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.437309,-91.174561,"
,  
(30.437309, -91.174561)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145319,CLOSED,2025-07-07T08:28:00.000,2025-08-06T14:37:00.000,2025-08-06T14:37:00.000,BLIGHTED PROPERTIES,PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN,VACANT HOME YARD NEED TO BE CONDEMNED AND TORN DOWN,1341,JULIA ST,1341 JULIA ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.437532,-91.174492,"
,  
(30.437532, -91.174492)",172988,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145318,CLOSED,2025-07-07T08:27:00.000,2025-08-15T07:47:00.000,2025-08-15T07:47:00.000,BLIGHTED PROPERTIES,TALL GRASS,VACANT HOME YARD IS OVERGROWN GRASS NEED TO BE CUT,1341,JULIA ST,1341 JULIA ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.437532,-91.174492,"
,  
(30.437532, -91.174492)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145301,IN PROGRESS,2025-07-07T08:04:00.000,,2025-07-08T08:45:00.000,BLIGHTED PROPERTIES,TALL GRASS,APARTMENT H2 HAS TALL GRASS IN THE FRONT OF THE PROPERTY. THE BACKYARD IS OVERGROWN WITH TREES AND GRASS CAUSING RODENTS AND SNAKES.,8335,SUMMA AVE,8335 SUMMA AVE,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.398775,-91.099442,"
,  
(30.398775, -91.099442)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1145286,CLOSED,2025-07-07T07:25:00.000,2025-08-15T07:46:00.000,2025-08-15T07:46:00.000,BLIGHTED PROPERTIES,TALL GRASS,"VACANT LOT BEHIND 4190 DENHAM ST IS OVERGROWN GRASS NEED TO BE CUT, AND TREES NEED TO BE TRIMMED",4190,DENHAM ST,4190 DENHAM ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.504316,-91.148659,"
,  
(30.504316, -91.148659)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145262,CLOSED,2025-07-06T18:44:00.000,2025-08-11T13:34:00.000,2025-08-11T13:34:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",PILE OF GARBAGE,1794,BOULEVARD DE PROVINCE,1794 BOULEVARD DE PROVINCE,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.437311,-91.045601,"
,  
(30.437311, -91.045601)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145261,CLOSED,2025-07-06T18:43:00.000,2025-08-18T10:20:00.000,2025-08-18T10:20:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",PILE OF TRASH,1780,BOULEVARD DE PROVINCE,1780 BOULEVARD DE PROVINCE,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.437677,-91.04557,"
,  
(30.437677, -91.04557)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145260,CLOSED,2025-07-06T18:41:00.000,2025-08-14T09:09:00.000,2025-08-14T09:09:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",PILES OF TRASH,1760,BOULEVARD DE PROVINCE,1760 BOULEVARD DE PROVINCE,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.438278,-91.04557,"
,  
(30.438278, -91.04557)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145259,CLOSED,2025-07-06T18:38:00.000,2025-08-14T09:09:00.000,2025-08-14T09:09:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",PILES OF TRASH.,1797,BOULEVARD DE PROVINCE,1797 BOULEVARD DE PROVINCE,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.438169,-91.045395,"
,  
(30.438169, -91.045395)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145258,CLOSED,2025-07-06T18:36:00.000,2025-08-18T10:20:00.000,2025-08-18T10:20:00.000,BLIGHTED PROPERTIES,"JUNK, INOPERABLE, OR ABANDONED VEHICLE",ABANDONED CAR,1760,BOULEVARD DE PROVINCE,1760 BOULEVARD DE PROVINCE,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.438314,-91.04554,"
,  
(30.438314, -91.04554)",172986,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145228,CLOSED,2025-07-06T10:29:00.000,2025-07-07T15:25:00.000,2025-07-07T15:25:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",EXCESSIVE FIREWORK DEBRIS ON PROPERTY. QUENTIN WILLIAMS USING LEAF BLOWER TO BLOW DEBRIS ONTO ADJACENT PROPERTIES.,1782,PECK DR,1782 PECK DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.361782,-91.069817,"
,  
(30.361782, -91.069817)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145229,CLOSED,2025-07-06T10:29:00.000,2025-07-07T11:50:00.000,2025-07-07T11:50:00.000,BLIGHTED PROPERTIES,"JUNK, INOPERABLE, OR ABANDONED VEHICLE",ABANDONED VEHICLE IS DRIVEWAY OF THIS VACANT HOUSE.,8124,GREENWELL ST,8124 GREENWELL ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.501524,-91.105194,"
,  
(30.501524, -91.105194)",172986,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145227,CLOSED,2025-07-06T10:27:00.000,2025-07-28T12:56:00.000,2025-07-28T12:56:00.000,BLIGHTED PROPERTIES,TALL GRASS,YARD NEEDS TO BE MOWED.   HOUSE IS VACANT.,8124,GREENWELL ST,8124 GREENWELL ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.501524,-91.105194,"
,  
(30.501524, -91.105194)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145226,CLOSED,2025-07-06T10:27:00.000,2025-07-07T07:52:00.000,2025-07-07T07:52:00.000,BLIGHTED PROPERTIES,PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN,NO WORK HAS BEEN DONE ON THE PROPERTY IN OVER A YEAR.,1782,PECK DR,1782 PECK DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.361782,-91.069817,"
,  
(30.361782, -91.069817)",172988,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145224,CLOSED,2025-07-06T10:25:00.000,2025-07-07T15:25:00.000,2025-07-07T15:25:00.000,BLIGHTED PROPERTIES,"JUNK, INOPERABLE, OR ABANDONED VEHICLE",TRAILER AND OTHER ASSORTED DEBRIS HAS BEEN SITTING OUT AT THE PROPERTY FOR YEARS.,1782,PECK DR,1782 PECK DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.361782,-91.069817,"
,  
(30.361782, -91.069817)",172986,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145223,IN PROGRESS,2025-07-06T10:24:00.000,,2025-08-15T09:57:00.000,BLIGHTED PROPERTIES,TALL GRASS,YARD NEEDS TO MOWED.   HOUSE IS VACANT.,5138,GLEN OAKS DR,5138 GLEN OAKS DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.511028,-91.139542,"
,  
(30.511028, -91.139542)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1145222,IN PROGRESS,2025-07-06T10:23:00.000,,2025-08-15T09:47:00.000,BLIGHTED PROPERTIES,TALL GRASS,YARD NEEDS TO BE MOWED.   HOUSE IS VACANT.,4651,GLEN OAKS DR,4651 GLEN OAKS DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.511402,-91.144363,"
,  
(30.511402, -91.144363)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1145221,IN PROGRESS,2025-07-06T10:21:00.000,,2025-07-14T13:20:00.000,BLIGHTED PROPERTIES,TALL GRASS,"GRASS NEEDS TO BE CUT.    HOUSE IS NOT VACANT, RESIDENT JUST DOES NOT WANT TO MOW HIS YARD.",6515,GLEN OAKS DR,6515 GLEN OAKS DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.511181,-91.126335,"
,  
(30.511181, -91.126335)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1145218,CLOSED,2025-07-06T10:18:00.000,2025-07-22T15:40:00.000,2025-07-22T15:40:00.000,BLIGHTED PROPERTIES,TALL GRASS,GRASS NEEDS TO BE CUT.   HOUSE IS VACANT.,6246,ARBOR VITAE DR,6246 ARBOR VITAE DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.507778,-91.133118,"
,  
(30.507778, -91.133118)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145215,IN PROGRESS,2025-07-06T10:14:00.000,,2025-08-15T10:18:00.000,BLIGHTED PROPERTIES,TALL GRASS,GRASS NEEDS TO BE CUT.    HOUSE MAY BE VACANT,6009,MAPLEWOOD DR,6009 MAPLEWOOD DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.507338,-91.130981,"
,  
(30.507338, -91.130981)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1145201,CLOSED,2025-07-05T15:16:00.000,2025-07-07T09:04:00.000,2025-07-07T09:04:00.000,BLIGHTED PROPERTIES,TALL GRASS,VERY TALL GRASS/WEEDS,1150,SHERWOOD FOREST BLVD,1150 SHERWOOD FOREST BLVD,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.446877,-91.05825,"
,  
(30.446877, -91.05825)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145166,CLOSED,2025-07-04T18:57:00.000,2025-08-15T07:40:00.000,2025-08-15T07:40:00.000,BLIGHTED PROPERTIES,TALL GRASS,VERY TALL GRASS AND WEEDS,761,RICHLAND AVE,761 RICHLAND AVE,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.441484,-91.148323,"
,  
(30.441484, -91.148323)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145134,CLOSED,2025-07-04T03:00:00.000,2025-07-15T09:46:00.000,2025-07-15T09:46:00.000,BLIGHTED PROPERTIES,TALL GRASS,RIGHT DOWN THE STREET IT’S PASSED THE SIDEWALK,320,S 12TH ST,320 S 12TH ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.444639,-91.177116,"
,  
(30.444639, -91.177116)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145119,IN PROGRESS,2025-07-03T19:19:00.000,,2025-07-08T14:15:00.000,BLIGHTED PROPERTIES,TALL GRASS,COMMUNICATIONS SERVITUDE BEHIND PROPERTY FENCE LINE HAVE LOTS OF TALL GRASS BUSHES TURNED TO TREES ATTRACTING RODENTS. THIS AREA NEED TO BE CUT IMMEDIATELY.,15211,RIVERDALE AVE,15211 RIVERDALE AVE,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.4492,-91.016899,"
,  
(30.4492, -91.016899)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1145115,IN PROGRESS,2025-07-03T18:08:00.000,,2025-07-07T07:17:00.000,BLIGHTED PROPERTIES,DEFACED SIDEWALK,SIDEWALK DESTROYED ACROSS FROM THIS ADDRESS. NO HOME IN FRONT OF SIDEWALK  AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP.,101,LAKE BREEZE DR,101 LAKE BREEZE DR,LAKE EDGE DR,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.382416,-91.154533,"
,  
(30.382416, -91.154533)",172991,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1145094,CLOSED,2025-07-03T16:14:00.000,2025-07-07T15:04:00.000,2025-07-07T15:04:00.000,BLIGHTED PROPERTIES,TALL GRASS,CALLER STATED THAT A V/L TO THE RIGHT OF THIS ADDRESS NEEDS TO BE CUT VERY TALL GRASS.,,BYRON ST,BYRON ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.493513,-91.161926,"
,  
(30.493513, -91.161926)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145081,CLOSED,2025-07-03T15:20:00.000,2025-08-06T09:05:00.000,2025-08-06T09:05:00.000,BLIGHTED PROPERTIES,TALL GRASS,OCCUPIED HOME TALL GRASS  NEEDS TO BE CUT IN THE FRONT AND BACK.,5955,LARCHWOOD DR,5955 LARCHWOOD DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.511185,-91.131149,"
,  
(30.511185, -91.131149)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145077,CLOSED,2025-07-03T15:11:00.000,2025-07-30T10:20:00.000,2025-07-30T10:20:00.000,BLIGHTED PROPERTIES,TALL GRASS,VACANT LOT TALL GRASS NEEDS TO BE CUT.,6524,BUTTONWOOD DR,6524 BUTTONWOOD DR,GLEN OAKS DR,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.510443,-91.126122,"
,  
(30.510443, -91.126122)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145067,CLOSED,2025-07-03T14:28:00.000,2025-08-15T07:40:00.000,2025-08-15T07:40:00.000,BLIGHTED PROPERTIES,TALL GRASS,CALLER REQUESTING FOR THE GRASS AT THIS ADDRESS BE CUT.,4046,GERONIMO ST,4046 GERONIMO ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.486189,-91.161697,"
,  
(30.486189, -91.161697)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145062,CLOSED,2025-07-03T14:15:00.000,2025-08-14T09:17:00.000,2025-08-14T09:17:00.000,BLIGHTED PROPERTIES,"JUNK, INOPERABLE, OR ABANDONED VEHICLE",INOPERABLE AND JUNK CARS ARE SCATTERED THROUGHOUT THE YARD; THEY ARE EVERYWHERE - IN THE BACKYARD AND THE FRONT YARD.,1179,HARCO DR,1179 HARCO DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.463018,-91.042191,"
,  
(30.463018, -91.042191)",172986,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145061,CLOSED,2025-07-03T14:14:00.000,2025-07-07T11:50:00.000,2025-07-07T11:50:00.000,BLIGHTED PROPERTIES,TALL GRASS,CALLER REQUEST FOR THE GRASS TO BE CUT ON AT THE UNOCCUPIED HOME,11686,BAYLOR DR,11686 BAYLOR DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.428856,-91.052155,"
,  
(30.428856, -91.052155)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145039,IN PROGRESS,2025-07-03T13:10:00.000,,2025-07-08T09:16:00.000,BLIGHTED PROPERTIES,TALL GRASS,CALLER STATES THERE IS TALL GRASS IN THE BACKYARD AT 6821 OAK GLEN DR,6821,OAK GLEN DR,6821 OAK GLEN DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.513083,-91.113571,"
,  
(30.513083, -91.113571)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1145031,CLOSED,2025-07-03T12:52:00.000,2025-07-22T08:26:00.000,2025-07-22T08:26:00.000,BLIGHTED PROPERTIES,TALL GRASS,"CALLER IS REQUESTING THAT THE V/L NEXT DOOR TO 13520 SCENIC HWY. BE CUT TALL GRASS AND WEEDS..., GAVE ID#",13510,SCENIC HWY,13510 SCENIC HWY,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.580751,-91.213181,"
,  
(30.580751, -91.213181)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1145023,CLOSED,2025-07-03T12:47:00.000,2025-08-14T09:13:00.000,2025-08-14T09:13:00.000,BLIGHTED PROPERTIES,"JUNK, INOPERABLE, OR ABANDONED VEHICLE",WHITE VAN ON GRASS,2044,SHADY OAKS DR,2044 SHADY OAKS DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.467628,-91.051315,"
,  
(30.467628, -91.051315)",172986,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1144979,CLOSED,2025-07-03T11:48:00.000,2025-07-08T09:47:00.000,2025-07-08T09:47:00.000,BLIGHTED PROPERTIES,TALL GRASS,CALLER REQUESTING FOR THIS V/L TO BE CUT.,3459,GERONIMO ST,3459 GERONIMO ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.479832,-91.161812,"
,  
(30.479832, -91.161812)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1144952,IN PROGRESS,2025-07-03T10:47:00.000,,2025-08-18T09:27:00.000,BLIGHTED PROPERTIES,TALL GRASS,CALLER IS REQUESTING THAT THE LOTS ON EITHER SIDE OF THE PROPERTY BE MOWED.   CALLER IS REQUESTING THAT THE LOTS BE MOWED CONSISTENTLY.,7921,KEEL AVE,7921 KEEL AVE,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.355526,-91.139633,"
,  
(30.355526, -91.139633)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1144941,IN PROGRESS,2025-07-03T10:34:00.000,,2025-07-03T10:49:00.000,BLIGHTED PROPERTIES,ILLEGAL SIGN IN THE PUBLIC RIGHT-OF-WAY,THERE IS ALSO AN ILLEGAL ADVERTISING SIGN ON THE POLE AT THE INTERSECTION OF HUNDRED OAKS AVENUE AND RAMSEY DRIVE.,,HUNDRED OAKS AVE,HUNDRED OAKS AVE,RAMSEY DR,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.432375,-91.152168,"
,  
(30.432375, -91.152168)",172984,172971,59,DOD - BLIGHT ENFORCEMENT,3,blight
1144924,CLOSED,2025-07-03T09:58:00.000,2025-08-15T07:39:00.000,2025-08-15T07:39:00.000,BLIGHTED PROPERTIES,TALL GRASS,VACANT LOT ACROSS FROM 1000 N. 23RD ST WHICH IS CAPITAL HIGH SCHOOL TALL GRASS NEEDS TO BE CUT.,1001,N 23RD ST,1001 N 23RD ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.463459,-91.165161,"
,  
(30.463459, -91.165161)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1144900,CLOSED,2025-07-03T09:11:00.000,2025-08-21T11:05:00.000,2025-08-21T11:05:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",CALLER STATED THAT THERE IS A HOME WITH A LOT OF JUNK ITEMS AROUND THE PROPERTY,145,CROYDON AVE,145 CROYDON AVE,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.450451,-91.116631,"
,  
(30.450451, -91.116631)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1144867,CLOSED,2025-07-03T08:17:00.000,2025-08-18T11:15:00.000,2025-08-18T11:15:00.000,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY",CLEAN OUT/EVICTION PILE. PILE DOES NOT FALL WITHIN CONTRACT GUIDELINES FOR GARBAGE CONTRACTOR TO HAUL AWAY. SENDING TO OUR BLIGHT DEPARTMENT TO SEND NOTIFICATION TO HOMEOWNER FOR REMOVAL OF DEBRIS FROM CITY RIGHT OF WAY…,2388,PLANTATION DR,2388 PLANTATION DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.555281,-91.167564,"
,  
(30.555281, -91.167564)",172985,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1144865,CLOSED,2025-07-03T08:11:00.000,2025-08-15T07:39:00.000,2025-08-15T07:39:00.000,BLIGHTED PROPERTIES,TALL GRASS,GRASS NEEDS TO BE CUT TODAY! IT’S BEEN WEEKS AND THE BUGS ARE TERRIBLE. AND UNUSED CAR REMOVED,245,MAGNOLIA WOOD AVE,245 MAGNOLIA WOOD AVE,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.373619,-91.126015,"
,  
(30.373619, -91.126015)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1144859,CLOSED,2025-07-03T07:57:00.000,2025-08-08T07:36:00.000,2025-08-08T07:36:00.000,BLIGHTED PROPERTIES,TALL GRASS,"CALLER IS REQUESTING THAT THE GRASS BE CUT AT 1933 N 18TH ST. (A VACANT CHURCH ) ...., GAVE ID#",1933,N 18TH ST,1933 N 18TH ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.465153,-91.171387,"
,  
(30.465153, -91.171387)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1144825,CLOSED,2025-07-02T19:49:00.000,2025-07-07T15:14:00.000,2025-07-07T15:14:00.000,BLIGHTED PROPERTIES,TALL GRASS,"GOOD AFTERNOON, I AM REPORTING AN ISSUE AT THE EMPTY LOT NEXT TO MY HOUSE. THIS LOT IS OWNED BY ALVAREZ CONSTRUCTION & THEY ARE SUPPOSE TO BE TAKING CARE OF IT BUT DO NOT. THE GRASS IS COMPLETELY OVER GROWN AND THE FENCING IS OVER THE SIDEWALK. THE ENTIRE NEIGHBORHOOD AS A WHOLE HAS FILED COMPLAINS REGARDING THE SAME THING. WE ARE UNABLE TO USE THE SIDEWALKS BECAUSE OF THIS. THE TALL GRASS HAS LEAD TO MICE IN OUR ATTIC. SEE ATTACHED PHOTO. HOW CAN WE GET THIS TAKEN CARE OF?",10133,OAK COLONY DR,10133 OAK COLONY DR,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.35803,-90.958214,"
,  
(30.35803, -90.958214)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1144815,CLOSED,2025-07-02T18:12:00.000,2025-08-22T15:04:00.000,2025-08-22T15:04:00.000,BLIGHTED PROPERTIES,PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN,STRUCTURES BEHIND CORNERSTONE INTERNATIONAL MINISTRIES NEED TO BE DEMOLISHED. STRUCTURES BELONG TO THE CHURCH.,3601,PRESCOTT RD,3601 PRESCOTT RD,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.487974,-91.15416,"
,  
(30.487974, -91.15416)",172988,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
1144813,CLOSED,2025-07-02T18:07:00.000,2025-09-16T11:46:00.000,2025-09-16T11:46:00.000,BLIGHTED PROPERTIES,TALL GRASS,TALL GRASS.,3946,LYNN ST,3946 LYNN ST,,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,30.485334,-91.153534,"
,  
(30.485334, -91.153534)",172989,172971,59,DOD - BLIGHT ENFORCEMENT,1,blight
